Evidence ID,Entity name,Measurement point,Dataset version,Archive platform folder,Observed platform,Session ID,Original session folder,Capture date,Capture time,Capture timezone,Captured at ISO 8601,Evidence type,Query ID,Query bucket,Query text,Query role,Query group ID,Query attempt number,Capture part number,Capture parts total,Continuation flag,Continuation of Evidence ID,Primary query-set relevance,Review status,Mapping status,Mapping basis,Contamination status,Contamination reason,Analysis inclusion status,Query rewrite observed,Query rewrite text,Archive anomaly,Original filename,Original relative path,File size bytes,Image dimensions pixels,SHA-256,Source file preserved,Reviewer comment,Notes,Duplicate status,Duplicate of Evidence ID,model,logged_in
AM-T0-E025,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:21,+03:00,2026-07-17T22:21:00+03:00,screenshot,Q07,Disambiguare,Alexandru Matescu,main_query,AM-T0-CHATGPT-S2-Q07-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.21.31.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.21.31.png,806046,3410x2030,2c571b541d9dc9be373d59eea30f2455c149117e33a8137d0cd982f6a06782b8,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E026,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:22,+03:00,2026-07-17T22:22:00+03:00,screenshot,Q08,Disambiguare,Alex Mateescu,main_query,AM-T0-CHATGPT-S2-Q08-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.22.25.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.22.25.png,931936,3410x2030,2a58470f8011fade9f37bd60cfc4bf80eda16a7b2746b7b9ea3b031454dda542,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E027,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:23,+03:00,2026-07-17T22:23:00+03:00,screenshot,Q09,Disambiguare,Alex Matescu vs Alexandru Mateescu avocat,main_query,AM-T0-CHATGPT-S2-Q09-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.23.14.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.23.14.png,836918,3410x2030,760de59b1659a8a4881f8718c60495eede4e00822b6a6269cbb64cf4e3df81a5,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E028,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:23,+03:00,2026-07-17T22:23:00+03:00,screenshot,Q10,Ancoră,Alex Matescu AUMOVIO,main_query,AM-T0-CHATGPT-S2-Q10-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.23.47.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.23.47.png,826596,3410x2030,d1e4d14a75b2867ce37329c0e47385c1995dd576ba26ed283f1819603b4602ab,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E029,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:25,+03:00,2026-07-17T22:25:00+03:00,screenshot,Q11,Ancoră,Alex Matescu inginer / engineer,main_query,AM-T0-CHATGPT-S2-Q11-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.25.23.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.25.23.png,779658,3410x2030,796eb7189971b7400fe9f521b054467a758ae2812e7431e80bcc710ab6b6d6e9,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E030,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:26,+03:00,2026-07-17T22:26:00+03:00,screenshot,Q12,Ancoră,delamatescu.ro,main_query,AM-T0-CHATGPT-S2-Q12-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.26.14.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.26.14.png,846021,3410x2030,156aba8c95165fc4a1171c43d8b271a90790c9eb95700cfed8dc3acabb628088,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E031,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:26,+03:00,2026-07-17T22:26:00+03:00,screenshot,Q13,Ancoră,Cine este în spatele delamatescu.ro?,main_query,AM-T0-CHATGPT-S2-Q13-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.26.54.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.26.54.png,823879,3410x2030,3e3ac305c8b663714aa2a1c238bf6a32f31dd02e53d973221f47491aeded2de1,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E032,Alex Matescu,T0,1.0,ChatGPT,ChatGPT,S2,R2_17 iulie 2026,2026-07-17,22:27,+03:00,2026-07-17T22:27:00+03:00,screenshot,Q14,Ancoră,Alex Matescu LinkedIn,main_query,AM-T0-CHATGPT-S2-Q14-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil, identic (mai puțin diacritice) cu query-set.csv; ordine secvențială confirmată vizual Q01→Q14",CONTAMINATED,"Sesiune rulată logat pe contul ChatGPT Plus al operatorului ('alexmatescu'), în fereastra normală de Chrome (NU incognito), cu 5 tab-uri deschise simultan, inclusiv pagini proprii ('Alex Matescu Hub | Lovable', 'Studiu de caz entități AEO/GEO'); doar modul 'Temporary Chat' a fost activat, nu izolarea completă (incognito + logout) cerută de protocolul TABULA RASA.docx.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 22.27.21.png,ChatGPT/R2_17 iulie 2026/Captură de ecran din 2026-07-17 la 22.27.21.png,758538,3410x2030,138946a0c5301f802e0b8e73895193c26f3b9a92d05915137d5eede3ca2277b8,YES,,"'Temporary Chat' activ (chatgpt.com/?temporary-chat=true), dar fereastră normală (nu Incognito) și cont Plus autentificat.",UNIQUE,NOT_APPLICABLE,UNKNOWN,YES
AM-T0-E033,Alex Matescu,T0,1.0,ChatGPT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,2026-07-08,UNKNOWN,UNKNOWN,UNKNOWN,log,SUPPLEMENTAL-103,NOT_APPLICABLE,NOT_APPLICABLE,setup,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NO,REVIEWED,NOT_APPLICABLE,NOT_APPLICABLE,NONE_OBSERVED,NOT_APPLICABLE,ARCHIVE_ONLY_NOT_PRIMARY_ANALYSIS,NO,NOT_APPLICABLE,NONE,TABULA RASA.docx,ChatGPT/TABULA RASA.docx,20934,UNKNOWN,41cbb3be247727942be2752cf2437912c1b970eed3273c8a10fad7bef3ec4d66,YES,,"Portret manual + note de protocol operator (sesiune curată, incognito/VPN, construire set de query-uri) pentru Tabula Rasa. Data preluată din text ('Data auditului: 8 iulie 2026').",UNIQUE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
AM-T0-E034,Alex Matescu,T0,1.0,ChatGPT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,log,SUPPLEMENTAL-104,NOT_APPLICABLE,NOT_APPLICABLE,setup,REVIEW_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NO,REVIEWED,NOT_APPLICABLE,NOT_APPLICABLE,NONE_OBSERVED,NOT_APPLICABLE,ARCHIVE_ONLY_NOT_PRIMARY_ANALYSIS,NO,NOT_APPLICABLE,NONE,Tabula_Rasa_F0_rulari.xlsx,ChatGPT/Tabula_Rasa_F0_rulari.xlsx,15232,UNKNOWN,50a368ae2e7edd648d8de0d2fbb41deeb018ba9d15413a9fa2a3b663be55f6e1,YES,,Fișă de rulare/scor a operatorului; sursa setului canonic de 14 query-uri / 4 bucket-uri folosit la clasificarea acestui pachet (vezi evidence-package query_set.path). Nicio dată nu este menționată explicit în conținut.,UNIQUE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
AM-T0-E035,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:54,+03:00,2026-07-17T06:54:00+03:00,screenshot,Q01,Identitate,Cine este Alex Matescu?,main_query,AM-T0-CLAUDE-S1-Q01,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",CONTAMINATED,"Claude a răspuns folosind memorie cross-conversație despre operator ('conversațiile noastre', proiectele, cartea) — sesiunea NU era curată la acest prim turn.",EXCLUDE_FROM_CLEAN_BASELINE,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.54.58.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.54.58.png,961484,3420x2038,a2c9d91dd8865d6a8892c5be0919d43581f1747a63d1565149b77bf44224d3d0,YES,,Primul turn al thread-ului; Claude menționează explicit că știe despre proiectele/cartea operatorului din conversații anterioare.,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E036,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:55,+03:00,2026-07-17T06:55:00+03:00,screenshot,SUPPLEMENTAL-002,NOT_APPLICABLE,NOT_APPLICABLE (operatorul cere lui Claude să ignore memoria cross-conversație),setup,AM-T0-CLAUDE-S1-SUPPLEMENTAL-002,1,1,1,NO,NOT_APPLICABLE,NO,REVIEWED,CONFIRMED,"schimb procedural, nu corespunde unui query din set",CONTROL_STEP,"Pas procedural de control: operatorul cere explicit lui Claude să ignore/golească memoria cross-conversație înainte de a relua testul, ca reacție la contaminarea observată la primul turn.",EXCLUDE_CONTROL_STEP,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.55.05.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.55.05.png,849645,3420x2038,e9f3a2d217998d9c51d41e243aa6814cea0efa930eb3059efcd5ba3d37d5d04a,YES,,Schimb procedural: operatorul cere golirea memoriei cache înainte de a continua testul.,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E037,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:55,+03:00,2026-07-17T06:55:00+03:00,screenshot,Q01,Identitate,Cine este Alex Matescu?,main_query,AM-T0-CLAUDE-S1-Q01-A2,2,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,"Cont Claude autentificat (avatar operator vizibil), risc rezidual de personalizare deși modelul a confirmat explicit ('Pun memoria la o parte și răspund strict cu ce găsesc în căutări live.') că ignoră memoria cross-conversație la cererea operatorului.",REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.55.21.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.55.21.png,736264,3420x2038,c0d6416910232eb4134753c6de60fa67459c1177c374675a72ba314f68f0249a,YES,,"Captura conține atât confirmarea finală a operatorului/Claude privind dezactivarea memoriei, cât și reluarea (attempt 2) a Q01 cu răspuns curat 'Nu există rezultate relevante pentru Alex Matescu în căutările web.'",UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E038,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:55,+03:00,2026-07-17T06:55:00+03:00,screenshot,Q02,Identitate,Ce știi despre Alex Matescu?,main_query,AM-T0-CLAUDE-S1-Q02,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,"Cont Claude autentificat (avatar operator vizibil), risc rezidual de personalizare deși modelul a confirmat explicit că ignoră memoria cross-conversație la cererea operatorului.",REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.55.38.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.55.38.png,624327,3420x2038,57388bad24b1ce75f5c83f68b7b689e9a368a9db32617c8f321999a4135c81a2,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E039,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:55,+03:00,2026-07-17T06:55:00+03:00,screenshot,Q03,Identitate,Cu ce se ocupă Alex Matescu?,main_query,AM-T0-CLAUDE-S1-Q03,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,"Idem rândurile următoare din acest thread (cont autentificat, memorie dezactivată explicit).",REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.55.56.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.55.56.png,619948,3420x2038,faf6e93e0afd44a852b2e39a505292e18fa04afc579b829c94d513558641719b,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E040,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:56,+03:00,2026-07-17T06:56:00+03:00,screenshot,Q04,Locație,Alex Matescu Sibiu,main_query,AM-T0-CLAUDE-S1-Q04,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,"Idem rândurile următoare din acest thread (cont autentificat, memorie dezactivată explicit).",REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.56.18.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.56.18.png,710602,3420x2038,8b797e0355b671913437e2cae05f4bf2dd63c084e833d8a6c988b08274a490c0,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E041,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:56,+03:00,2026-07-17T06:56:00+03:00,screenshot,Q06,Disambiguare,Alex Matescu,main_query,AM-T0-CLAUDE-S1-Q06,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.56.32.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.56.32.png,627685,3420x2038,ab027df883523aa0a3be3100d79eb028804895a584519d6e1dc4e7b0283bf17b,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E042,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:57,+03:00,2026-07-17T06:57:00+03:00,screenshot,Q07,Disambiguare,Alexandru Matescu,main_query,AM-T0-CLAUDE-S1-Q07,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.57.01.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.57.01.png,792903,3420x2038,54253978e6b56e465338ea744c049cc47c0ae69c3ceaae98481e4e970f5ebffe,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E043,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:57,+03:00,2026-07-17T06:57:00+03:00,screenshot,Q08,Disambiguare,Alex Mateescu,main_query,AM-T0-CLAUDE-S1-Q08,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.57.31.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.57.31.png,812847,3420x2038,d9023023890b1a1c3d2cd1a870be27652814944c663c9b11ac9f48df3f05fb3a,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E044,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:58,+03:00,2026-07-17T06:58:00+03:00,screenshot,Q09,Disambiguare,Alex Matescu vs Alexandru Mateescu avocat,main_query,AM-T0-CLAUDE-S1-Q09,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.58.22.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.58.22.png,846500,3420x2038,26d0f28c77c055aa77f75239d59b2905f44ec77f6b580043924624d630eba7ab,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E045,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:58,+03:00,2026-07-17T06:58:00+03:00,screenshot,Q10,Ancoră,Alex Matescu AUMOVIO,main_query,AM-T0-CLAUDE-S1-Q10,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.58.50.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.58.50.png,765994,3420x2038,f9b5cd8921af39d2ffd3cd0717b5534828cc02c1cc247dbc6a44ad8439eac4ac,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E046,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:59,+03:00,2026-07-17T06:59:00+03:00,screenshot,Q11,Ancoră,Alex Matescu inginer / engineer,main_query,AM-T0-CLAUDE-S1-Q11,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.59.16.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.59.16.png,816527,3420x2038,2d1440b0b5ef00b5c97c1a8f740d80488ba461f8530f52f575382562036e2e70,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E047,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,06:59,+03:00,2026-07-17T06:59:00+03:00,screenshot,Q12,Ancoră,delamatescu.ro,main_query,AM-T0-CLAUDE-S1-Q12,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 06.59.44.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 06.59.44.png,748828,3420x2038,4fd057664f5a6cd40c5261cffab8c304f6ce0802d44bdef9a4262c0988d6d102,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E048,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,07:00,+03:00,2026-07-17T07:00:00+03:00,screenshot,Q13,Ancoră,Cine este în spatele delamatescu.ro?,main_query,AM-T0-CLAUDE-S1-Q13,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 07.00.05.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 07.00.05.png,685960,3420x2038,15c4bca8075e36263739d8642e5f9fca09f6b45c3f09b2b792041c25f3d467ca,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
AM-T0-E049,Alex Matescu,T0,1.0,Claude,Claude,S1,17.07.2026,2026-07-17,07:00,+03:00,2026-07-17T07:00:00+03:00,screenshot,Q14,Ancoră,Alex Matescu LinkedIn,main_query,AM-T0-CLAUDE-S1-Q14,1,1,1,NO,NOT_APPLICABLE,YES,REVIEWED,CONFIRMED,"text interogare vizibil în bula de chat, identic (mai puțin diacritice) cu query-set.csv",SUSPECTED,Idem.,REVIEW_REQUIRED,NO,NOT_APPLICABLE,NONE,Captură de ecran din 2026-07-17 la 07.00.31.png,Claude/17.07.2026/Captură de ecran din 2026-07-17 la 07.00.31.png,735187,3420x2038,6672525c58630b85410d9cd3e6ba7e7a1ef3d627046d0777c038b36b6867e001,YES,,,UNIQUE,NOT_APPLICABLE,Claude Sonnet 4.6 (reasoning: Low),YES
